1000;1.1.2019;Low;Red;S;19.99
1000;1.1.2019;Low;Red;M;19.99
1000;1.1.2019;Medium;Red;L;19.99
1000;1.1.2019;High;Red;XL;19.99
1000;1.1.2019;Medium;Green;S;19.99
1000;1.1.2019;Medium;Green;M;19.99
1000;1.1.2019;Low;Green;L;19.99
1000;1.1.2019;Low;Green;XL;19.99
1000;1.1.2019;High;Blue;S;19.99
1000;1.1.2019;High;Blue;M;19.99
1000;1.1.2019;Low;Blue;L;19.99
1000;1.1.2019;VeryLow;Blue;XL;19.99
1000;2.1.2019;Low;Red;S;19.99
1000;2.1.2019;Medium;Red;M;19.99
1000;2.1.2019;Medium;Red;L;19.99
1000;2.1.2019;High;Red;XL;19.99
1000;2.1.2019;Medium;Green;S;19.99
1000;2.1.2019;Medium;Green;M;19.99
1000;2.1.2019;VeryLow;Green;L;19.99
1000;2.1.2019;VeryLow;Green;XL;19.99
1000;2.1.2019;High;Blue;S;19.99
1000;2.1.2019;High;Blue;M;19.99
1000;2.1.2019;Medium;Blue;L;19.99
1000;2.1.2019;VeryLow;Blue;XL;19.99
1000;3.1.2019;Low;Red;S;19.99
1000;3.1.2019;Low;Red;M;19.99
1000;3.1.2019;Medium;Red;L;19.99
1000;3.1.2019;High;Red;XL;19.99
1000;3.1.2019;Medium;Green;S;19.99
1000;3.1.2019;Medium;Green;M;19.99
1000;3.1.2019;VeryLow;Green;L;19.99
1000;3.1.2019;Low;Green;XL;19.99
1000;3.1.2019;High;Blue;S;19.99
1000;3.1.2019;High;Blue;M;19.99
1000;3.1.2019;Low;Blue;L;19.99
1000;3.1.2019;Low;Blue;XL;19.99
1000;4.1.2019;Low;Red;S;19.99
1000;4.1.2019;Low;Red;M;19.99
1000;4.1.2019;Medium;Red;L;19.99
1000;4.1.2019;High;Red;XL;19.99
1000;4.1.2019;Medium;Green;S;19.99
1000;4.1.2019;High;Green;M;19.99
1000;4.1.2019;Low;Green;L;19.99
1000;4.1.2019;Low;Green;XL;19.99
1000;4.1.2019;High;Blue;S;19.99
1000;4.1.2019;High;Blue;M;19.99
1000;4.1.2019;VeryLow;Blue;L;19.99
1000;4.1.2019;Low;Blue;XL;19.99
1000;5.1.2019;VeryLow;Red;S;19.99
1000;5.1.2019;Low;Red;M;19.99
1000;5.1.2019;Medium;Red;L;19.99
1000;5.1.2019;High;Red;XL;19.99
1000;5.1.2019;Medium;Green;S;19.99
1000;5.1.2019;Medium;Green;M;19.99
1000;5.1.2019;VeryLow;Green;L;19.99
1000;5.1.2019;VeryLow;Green;XL;19.99
1000;5.1.2019;High;Blue;S;19.99
1000;5.1.2019;High;Blue;M;19.99
1000;5.1.2019;Low;Blue;L;19.99
1000;5.1.2019;VeryLow;Blue;XL;19.99
1001;1.1.2019;Low;Red;S;24.99
1001;1.1.2019;Low;Red;M;24.99
1001;1.1.2019;Medium;Red;L;24.99
1001;1.1.2019;High;Red;XL;24.99
1001;1.1.2019;Medium;Green;S;24.99
1001;1.1.2019;Medium;Green;M;24.99
1001;1.1.2019;Medium;Green;L;24.99
1001;1.1.2019;Low;Green;XL;24.99
1001;1.1.2019;Medium;Blue;S;24.99
1001;1.1.2019;Medium;Blue;M;24.99
